State,Town,7_2009
Missouri,.Sycamore Hills village,686
Missouri,.Syracuse city,184
Missouri,.Tallapoosa city,182
Missouri,.Taneyville village,366
Missouri,.Taos city,869
Missouri,.Tarkio city,"1,810"
Missouri,.Thayer city,"2,164"
Missouri,.Theodosia village,252
Missouri,.Three Creeks village,4
Missouri,.Tightwad village,64
Missouri,.Tina village,181
Missouri,.Tindall town,64
Missouri,.Tipton city,"3,296"
Missouri,.Town and Country city,"10,715"
Missouri,.Tracy city,219
Missouri,.Trenton city,"6,006"
Missouri,.Trimble city,470
Missouri,.Triplett city,58
Missouri,.Troy city,"12,386"
Missouri,.Truesdale city,668
Missouri,.Truxton village,120
Missouri,.Turney village,156
Missouri,.Tuscumbia town,223
Missouri,.Twin Oaks village,343
Missouri,.Umber View Heights village,56
Missouri,.Union city,"9,741"
Missouri,.Union Star town,397
Missouri,.Unionville city,"1,821"
Missouri,.Unity Village village,117
Missouri,.University City city,"36,262"
